phantom,TR,TE,CNR_WM_GM,noise_std_est,J
0,600,100,0.5425540396714404,0.020035688408957697,-0.22544596032855957
0,600,105,0.5544242171272361,0.02008161949294092,-0.2135757828727639
0,600,110,0.5646696472291697,0.02011441811870121,-0.20333035277083034
0,600,115,0.6109043089761218,0.020055042267400437,-0.15709569102387821
0,600,120,0.6305397706742328,0.019947534282902503,-0.13746022932576718
0,600,125,0.6147326031356801,0.019967961577244,-0.1532673968643199
0,600,130,0.6361607993503952,0.019968313851546477,-0.13183920064960486
0,600,135,0.6380315123764463,0.019973903617790084,-0.12996848762355373
0,600,140,0.6705868084262858,0.019953459592487333,-0.0974131915737142
0,600,145,0.6747174982168871,0.0200886894364619,-0.09328250178311293
0,600,150,0.6619834775889983,0.020042981775679487,-0.10601652241100168
0,600,155,0.6317939314610068,0.020035942172995858,-0.1362060685389932
0,600,160,0.6355627914195712,0.02011283547979193,-0.13243720858042884
0,600,165,0.6530807359015945,0.019842815175544204,-0.11491926409840547
0,600,170,0.6327292771627774,0.019842870327695026,-0.13527072283722263
0,600,175,0.6303776695142858,0.020022717062993522,-0.13762233048571426
0,600,180,0.6118839484250431,0.01999514780955101,-0.1561160515749569
0,600,185,0.5987656165919566,0.020025725152517493,-0.16923438340804342
0,600,190,0.5737712599797856,0.020149139168293924,-0.1942287400202144
0,600,195,0.5918023279497104,0.0200309153297545,-0.17619767205028958
0,600,200,0.56632925661079,0.019916841491773175,-0.20167074338920998
0,700,10,1.593631514404699,0.020084739370208677,0.6976315144046991
0,700,15,1.3281889425778088,0.019977058393590708,0.4321889425778088
0,700,20,1.0987699620658087,0.020018517250786277,0.20276996206580866
0,700,25,0.8732529926316647,0.019863754662605867,-0.022747007368335348
0,700,30,0.6702725452642362,0.019961311867984787,-0.22572745473576383
0,700,35,0.4678356406670566,0.02000747596264225,-0.42816435933294344
0,700,40,0.32328833402889595,0.020035348827672453,-0.572711665971104
0,700,45,0.16945915910773898,0.020037905795854474,-0.726540840892261
0,700,50,0.03588702381183694,0.019988521015448887,-0.8601129761881631
0,700,55,0.1016576940046712,0.020008175391478356,-0.7943423059953288
0,700,60,0.20700109089728624,0.020168671618491396,-0.6889989091027138
0,700,65,0.299875244742732,0.019877472207176408,-0.596124755257268
