TR,TE,CNR_WM_GM,CNR_GM_CSF,CNR_WM_CSF
300,115,0.3100237485093388,0.6108473798758337,0.9208711283851725
300,120,0.3245564371539025,0.7375810116442422,1.0621374487981445
300,125,0.3366104676390355,0.8577396711648484,1.194350138803884
300,130,0.3464139577984727,0.971645007637759,1.3180589654362318
300,135,0.3541774031543904,1.0796029807895082,1.4337803839438987
300,140,0.36009492999335285,1.1819046260638455,1.5419995560571984
300,145,0.3643454634804477,1.2788267824937158,1.6431722459741636
300,150,0.36709381640016026,1.370632785074486,1.7377266014746462
300,155,0.3684917037524393,1.4575731233697222,1.8260648271221616
300,160,0.3686786880951641,1.5398860679963626,1.9085647560915269
300,165,0.3677830602084292,1.6177982665558361,1.9855813267642655
300,170,0.3659226593603345,1.6915253105012604,2.057447969861595
300,175,0.36320563717707477,1.7612722743581881,2.124477911535263
300,180,0.35973116886084366,1.8272342286472252,2.1869653975080694
300,185,0.3555901152563469,1.889596727791113,2.24518684304746
300,190,0.35086563903943613,1.9485362742262788,2.299401913265715
300,195,0.34563377808865137,2.004220759879386,2.349854537968038
300,200,0.3399639789012868,2.056809886112806,2.396773865014093
400,10,1.3997351879156128,5.4777975902731,6.877532778188713
400,15,1.1940294467656085,4.992876313063529,6.186905759829137
400,20,1.0066564753503524,4.5321519368037375,5.53880841215409
400,25,0.8362192791949996,4.094442998889121,4.93066227808412
400,30,0.6814194649014934,3.678625660736521,4.360045125638014
400,35,0.541050585302888,3.2836308974190085,3.8246814827218962
400,40,0.4139919210226356,2.908441824363854,3.3224337453864896
400,45,0.2992026703789133,2.552091154428947,2.85129382480786
400,50,0.1957165213529219,2.213658778999132,2.409375300352054
400,55,0.1026365810076535,1.8922694670538545,1.994906048061508
400,60,0.019130639306323,1.5870906764526453,1.6062213157589682
400,65,0.05557325425584181,1.2973304719654688,1.241757217709627
400,70,0.1221909214201615,1.0222355448419789,0.9000446234218175
400,75,0.18138591226095138,0.7610893289675263,0.579703416706575
400,80,0.23377310633212883,0.5132102088953323,0.2794371025632035
400,85,0.2799220744568287,0.2779498152740187,0.001972259182810021
400,90,0.3203602166946338,0.05469140340809836,0.26566881328653547
400,95,0.355575691029452,0.15715168910294744,0.5127273801323995
400,100,0.38602014639208326,0.35813750950374756,0.7441576558958308
400,105,0.41211127276105236,0.5487968854688885,0.9609081582299408
400,110,0.4342351802698999,0.7296347526252099,1.1638699328951099
400,115,0.4527486184851489,0.901131417330054,1.3538800358152028
400,120,0.46798104630358867,1.0637437578630802,1.531724804166669
400,125,0.4802365622470706,1.217906367035225,1.6981429292822956
400,130,0.4897957043051956,1.3640326390719661,1.8538283433771618
400,135,0.49691712788801773,1.5025158034886368,1.9994329313766546
400,140,0.5018391699000875,1.6337299085430153,2.1355690784431025
400,145,0.5047813064312053,1.7580307567243598,2.262812063155565
400,150,0.5059455110760749,1.8757567946180786,2.3817023056941533
400,155,0.5055175204425576,1.987229959371165,2.4927474798137226
400,160,0.503668012984507,2.0927564838750143,2.5964244968595214
400,165,0.5005537068984132,2.1926276626789787,2.693181369577392
400,170,0.4963183824515119,2.287120580549878,2.78343896300139
400,175,0.49109383376125926,2.3764988054991947,2.8675926392604536
400,180,0.4850007547203203,2.4610130480109396,2.9460138027312595
400,185,0.47814956345640613,2.540901788118566,3.019051351574972
400,190,0.4706411694308398,2.616391871898962,3.0870330413298013
400,195,0.4625676870125755,2.6876990788750628,3.150266765887638
400,200,0.4540130991143112,2.7550286617459028,3.2090417608602135
500,10,1.4480047507784575,6.459445493280755,7.907450244059212
500,15,1.2146416486287726,5.875217569290936,7.089859217919709
500,20,1.0024932266296138,5.320158205760933,6.322651432390547
500,25,0.8099290553753232,4.792843148748625,5.602772204123949
500,30,0.635434318759226,4.291917610207198,4.9273519289664245
500,35,0.47760198848111474,3.816092880082944,4.293694868564058
500,40,0.33512551271004803,3.364143103643006,3.699268616353054
500,45,0.20679198579896252,2.9349022159747515,3.141694201773714
500,50,0.09147576804838381,2.5272610259913986,2.6187367940397825
500,55,0.011867473514420857,2.140164442652394,2.128296969137973
500,60,0.10420633052932032,1.7726088364626225,1.6684025059333023
500,65,0.18643885032960383,1.42363952965288,1.2372006793232762
500,70,0.2593973884393794,1.09234840876569,0.8329510203263106
500,75,0.32385313886246836,0.7778716536767122,0.45401851481424377
500,80,0.3805203630602716,0.4793875773731332,0.0988672143128616
500,85,0.4300603371828346,0.19611457108728858,0.23394576609554601
500,90,0.4730850358682377,0.07269085035262607,0.5457758862208638
500,95,0.5101605697550076,0.3277359078424774,0.837896477597485
500,100,0.5418103927557677,0.5696933266419769,1.1115037193977446
500,105,0.5685182941131323,0.7992030187568638,1.367721312869996
500,110,0.5907311892964291,1.0168736832703085,1.6076048725667376
500,115,0.6088617228964477,1.2232843286252175,1.8321460515216652
500,120,0.6232906958309276,1.4189857206639116,2.0422764164948393
500,125,0.6343693283825231,1.6045017600460765,2.2388710884285996
500,130,0.6424213698501605,1.780330792489191,2.4227521623393513
500,135,0.6477450649007968,1.9469468551077784,2.594691920008575
500,140,0.6506149860587427,2.1048008619679344,2.755415848026677
500,145,0.6512837411611353,2.2543217318216575,2.905605472982793
500,150,0.649983564038176,2.3959174608409026,3.0459010248790785
500,155,0.6469277961431115,2.5299761430337537,3.176903939176865
500,160,0.6423122663571798,2.6568669408942838,3.2991792072514636
500,165,0.6363165757268443,2.776941008713239,3.413257584440083
500,170,0.6291052934525442,2.8905323708583204,3.519637664310865
500,175,0.6208290700380922,2.9979587572201685,3.6187878272582603
500,180,0.6116256731257874,3.09952239791319,3.7111480710389775
500,185,0.6016209511830012,3.1955107792182997,3.7971317304013006
500,190,0.5909297298694273,3.286197362657907,3.877127092527334
500,195,0.5796566455993364,3.371842269001164,3.9514989146004997
500,200,0.5678969205183889,3.4526929289098547,4.0205898494282435
